,AttachTable,CollectionType,EffectType
131,UnitAbilityModifiers,Owner,"{'EFFECT_ATTACH_MODIFIERS', 'EFFECT_UNIT_SET_TRADE_ROUTE_PROTECTED', 'EFFECT_UNIT_ADJUST_FORTIFICATION_CONSTRUCTION_TIME', 'EFFECT_UNIT_ADJUST_MOVEMENT', 'EFFECT_ADJUST_UNIT_COASTAL_RAID_ONLY_DISCOVERIES', 'EFFECT_ADJUST_UNIT_SEE_THROUGH_FEATURES', 'EFFECT_UNIT_ADJUST_IGNORE_MOVEMENT_OBSTACLE', 'EFFECT_UNITS_IMMUNE_TO_RANDOM_EVENTS', 'EFFECT_UNIT_ADJUST_PLAYER_YIELD', 'EFFECT_DO_NOTHING', 'EFFECT_ADJUST_UNIT_POST_COMBAT_HEAL', 'EFFECT_ADJUST_UNIT_IGNORE_ZOC', 'EFFECT_ADJUST_UNIT_ATTACK_CREATES_PLOT_EFFECT', 'EFFECT_ADJUST_UNIT_ENTER_FOREIGN_LANDS', 'EFFECT_ARMY_ADJUST_ALWAYS_FULL_MOVE', 'EFFECT_ADJUST_UNIT_FOCUSED_ATTACK_DAMAGE', 'EFFECT_GRANT_UNIT_PROMOTION', 'EFFECT_ADJUST_UNIT_NEIGHBOR_COMBAT_MODIFIER', 'EFFECT_ADJUST_UNIT_ADVANCED_PILLAGING', 'EFFECT_UNIT_ADJUST_MOVE_AFTER_ATTACK', 'EFFECT_UNIT_ADJUST_FLANK_DEFENSE_MODIFIER', 'EFFECT_ADJUST_UNIT_PERCENT_PILLAGE_BUILDING_MODIFIER', 'EFFECT_GRANT_UNIT_RESPAWN_CHARGE', 'EFFECT_ADJUST_UNIT_EMBARKED_MOVEMENT', 'EFFECT_UNIT_ADJUST_EMBARKATION_TYPE', 'EFFECT_ADJUST_UNIT_HIDDEN_VISIBILITY', 'EFFECT_ADJUST_UNIT_RESOURCE_DAMAGE', 'EFFECT_UNIT_ADJUST_COMMAND_AWARD', 'EFFECT_UNIT_ADJUST_ABILITY', 'EFFECT_UNIT_ADJUST_HEAL_PER_TURN', 'EFFECT_ADJUST_UNIT_SUZERAIN_OF_COMBAT_MODIFIER', 'EFFECT_ADJUST_UNIT_PERCENT_PILLAGE_IMPROVEMENT_MODIFIER', 'EFFECT_ADJUST_UNIT_SIGHT', 'EFFECT_ARMY_ADJUST_MOVEMENT_RATE', 'EFFECT_UNIT_ADJUST_FLANKING_ATTACK_MODIFIER', 'EFFECT_ADJUST_UNIT_SEE_HIDDEN', 'EFFECT_ADJUST_UNIT_ATTACK_RANGE', 'EFFECT_GRANT_UNIT_ABILITY_CHARGE', 'EFFECT_ADJUST_UNIT_CONVERT_INDEPENDENT_CHARGES', 'EFFECT_ADJUST_UNIT_CIV_UNIQUE_TRADITION_COMBAT_MODIFIER'}"
132,UnitAbilityModifiers,Unit,"{'EFFECT_ATTACH_MODIFIERS', 'EFFECT_UNIT_ADJUST_ABILITY'}"
133,UnitPromotionModifiers,COLLECTION_ALL_UNITS,"{'EFFECT_REVEAL_UNIT_PLOT_FOR_PLAYER', 'EFFECT_UNIT_ADJUST_ABILITY'}"
134,UnitPromotionModifiers,COLLECTION_COMMANDER_PACKED_UNITS,"{'EFFECT_UNIT_ADJUST_PLAYER_YIELD', 'EFFECT_UNIT_PROPERTY', 'EFFECT_UNIT_ADJUST_ABILITY'}"
135,UnitPromotionModifiers,COLLECTION_OWNER,"{'EFFECT_ADJUST_UNIT_SIGHT', 'EFFECT_ARMY_ADJUST_MOVEMENT_RATE', 'EFFECT_ARMY_ADJUST_AIR_INTERCEPTION_RANGE', 'EFFECT_ADJUST_UNIT_FOCUSED_ATTACK_DAMAGE', 'EFFECT_ARMY_ADJUST_UNIT_REINFORCE_SPEED', 'EFFECT_ARMY_ADJUST_UNIT_CAPACITY', 'EFFECT_UNIT_ADJUST_ABILITY', 'EFFECT_ARMY_ADJUST_RESPAWN_SPEED', 'EFFECT_UNIT_ADJUST_IGNORE_MOVEMENT_OBSTACLE', 'EFFECT_ARMY_ADJUST_COMMANDER_ATTACK_DAMAGE', 'EFFECT_UNIT_ADJUST_HEAL_PER_TURN', 'EFFECT_ARMY_ADJUST_COMMAND_RADIUS', 'EFFECT_ADJUST_UNIT_SPLASH_DAMAGE'}"
136,UnitPromotionModifiers,COLLECTION_PLAYER_UNITS,"{'EFFECT_ATTACH_MODIFIERS', 'EFFECT_UNIT_SET_TRADE_ROUTE_PROTECTED', 'EFFECT_UNIT_ADJUST_FLANKING_ATTACK_MODIFIER', 'EFFECT_UNIT_ADJUST_ABILITY', 'EFFECT_ADJUST_UNIT_SPLASH_DAMAGE'}"
137,UnitPromotionModifiers,COLLECTION_UNIT_COMBAT,{'EFFECT_ADJUST_UNIT_STRENGTH_MODIFIER'}
138,UnitPromotionModifiers,COLLECTION_UNIT_OCCUPIED_CITY,"{'EFFECT_CITY_ADJUST_TOTAL_DISTRICT_HEALTH', 'EFFECT_CITY_ADJUST_YIELD'}"
139,UnitPromotionModifiers,COLLECTION_UNIT_OCCUPIED_DISTRICT,{'EFFECT_DISTRICT_ADJUST_FORTIFIED_COMBAT_STRENGTH'}
140,UnitPromotionModifiers,City,"{'EFFECT_CITY_ADJUST_TOTAL_DISTRICT_HEALTH', 'EFFECT_CITY_ADJUST_YIELD'}"
141,UnitPromotionModifiers,Combat,{'EFFECT_ADJUST_UNIT_STRENGTH_MODIFIER'}
142,UnitPromotionModifiers,District,{'EFFECT_DISTRICT_ADJUST_FORTIFIED_COMBAT_STRENGTH'}
143,UnitPromotionModifiers,Owner,"{'EFFECT_ADJUST_UNIT_SIGHT', 'EFFECT_ARMY_ADJUST_MOVEMENT_RATE', 'EFFECT_ARMY_ADJUST_AIR_INTERCEPTION_RANGE', 'EFFECT_ADJUST_UNIT_FOCUSED_ATTACK_DAMAGE', 'EFFECT_ARMY_ADJUST_UNIT_REINFORCE_SPEED', 'EFFECT_ARMY_ADJUST_UNIT_CAPACITY', 'EFFECT_UNIT_ADJUST_ABILITY', 'EFFECT_ARMY_ADJUST_RESPAWN_SPEED', 'EFFECT_UNIT_ADJUST_IGNORE_MOVEMENT_OBSTACLE', 'EFFECT_ARMY_ADJUST_COMMANDER_ATTACK_DAMAGE', 'EFFECT_UNIT_ADJUST_HEAL_PER_TURN', 'EFFECT_ARMY_ADJUST_COMMAND_RADIUS', 'EFFECT_ADJUST_UNIT_SPLASH_DAMAGE'}"
144,UnitPromotionModifiers,Unit,"{'EFFECT_REVEAL_UNIT_PLOT_FOR_PLAYER', 'EFFECT_ATTACH_MODIFIERS', 'EFFECT_UNIT_SET_TRADE_ROUTE_PROTECTED', 'EFFECT_UNIT_ADJUST_FLANKING_ATTACK_MODIFIER', 'EFFECT_UNIT_ADJUST_ABILITY', 'EFFECT_ADJUST_UNIT_SPLASH_DAMAGE'}"
145,UnitPromotionModifiers,Units,"{'EFFECT_UNIT_ADJUST_PLAYER_YIELD', 'EFFECT_UNIT_PROPERTY', 'EFFECT_UNIT_ADJUST_ABILITY'}"
